feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,labels
-0.555011389,-0.447565331,-0.45676673,-0.178757492,0.719440377,-0.409269508,-0.304531366,1,1,0,0,1,0,2,8,3,0
0.857935798,-0.443679482,-1.057041376,-0.411164302,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,0,0,0,5,3,0
-0.837600826,1.13883255,0.143507915,-0.0470603,0.07624522,-0.409269508,-0.304531366,9,1,1,0,1,0,0,0,3,0
-0.837600826,-0.443679482,1.103947348,-0.190377833,-0.566949936,-0.409269508,-0.304531366,0,1,1,0,0,0,0,5,3,0
-0.084028993,0.122683019,-0.216656872,1.971005501,2.970623426,-0.409269508,-0.304531366,6,1,1,0,0,0,0,5,3,0
-0.36661843,-0.432345756,0.263562844,-0.868231029,0.07624522,-0.409269508,-0.304531366,4,2,2,0,1,0,0,5,3,0
-0.837600826,-0.442060378,0.503672703,0.042028977,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,0,0,0,9,3,0
0.952132277,-0.428459907,0.263562844,-0.790762092,0.397842799,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
-0.931797305,-0.348152359,-1.657316022,-0.697799368,0.719440377,-0.409269508,-0.304531366,7,2,1,0,0,0,0,3,3,0
0.857935798,0.006431368,0.623727632,-0.786888645,-0.245352358,-0.409269508,-0.304531366,6,0,2,0,0,0,0,9,3,0
0.763739319,-0.43396486,-0.096601943,0.700514939,-0.245352358,-0.409269508,-0.304531366,9,0,1,0,0,1,0,5,3,0
-1.120190263,-0.284359671,-0.816931518,0.003294509,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,1,0,0,5,3,0
1.517311152,-0.302169812,1.224002277,0.685021152,0.719440377,-0.409269508,-0.304531366,9,0,2,0,0,0,0,1,3,0
0.66954284,-0.407087737,-0.57682166,-0.59708975,3.292221004,-0.409269508,-0.304531366,1,1,3,0,0,0,0,1,3,0
0.952132277,0.677711794,-0.336711801,0.437120554,-0.245352358,1.268721783,1.318040847,4,1,2,0,0,1,0,5,1,1
-0.649207868,-0.353009671,-0.936986447,-0.666811794,-0.245352358,-0.409269508,-0.304531366,0,2,1,0,0,0,0,5,3,0
0.481149881,-0.49840519,1.584167065,0.301549915,0.07624522,-0.409269508,-0.304531366,1,1,0,0,0,1,2,8,3,0
3.77802665,-0.364991039,1.344057206,0.317043702,-0.566949936,0.525180732,0.236326038,5,1,0,0,0,0,0,4,2,1
-1.308583221,-0.426840803,-1.057041376,-0.283340557,-0.566949936,-0.409269508,-0.304531366,1,1,0,0,0,1,0,5,3,0
-0.178225472,-0.443031841,-0.816931518,0.003294509,-0.245352358,-0.409269508,-0.304531366,1,2,0,0,1,0,2,6,3,0
0.104363965,-0.443679482,1.824276923,1.517812221,5.221806474,-0.409269508,-0.304531366,6,1,2,0,1,0,1,5,3,0
-0.084028993,0.282974293,0.503672703,-0.775268305,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,0,1,0,1,3,0
-0.46081491,-0.101400944,-1.297151234,0.483601916,-0.245352358,-0.409269508,-0.304531366,4,0,2,0,0,0,0,3,3,0
-1.402779701,-0.381505897,-0.096601943,0.847705919,-0.566949936,-0.409269508,-0.304531366,9,2,2,0,1,0,2,8,3,0
-1.402779701,-0.388629954,-0.096601943,-0.50025358,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,0,0,0,6,3,1
0.481149881,-0.262987501,0.383617773,-0.51187392,1.041037955,-0.409269508,-0.304531366,4,0,1,0,0,0,0,1,3,0
-0.46081491,0.033308491,-0.57682166,-0.201998173,-0.245352358,-0.409269508,-0.304531366,9,1,2,0,1,1,0,8,3,0
-0.837600826,-0.443679482,0.503672703,-0.721040049,0.397842799,-0.409269508,-0.304531366,9,2,2,0,0,0,0,1,3,0
1.140525235,0.005783726,-1.057041376,-0.461519111,0.397842799,-0.409269508,-0.304531366,1,1,0,0,0,0,0,1,3,0
1.234721714,0.424483963,1.584167065,0.863199706,0.07624522,-0.409269508,-0.304531366,7,1,1,0,0,0,1,5,3,0
-1.402779701,-0.443679482,-1.177096305,0.239574766,0.07624522,-0.409269508,-0.304531366,1,1,1,0,1,0,0,8,3,0
-1.402779701,-0.443679482,-0.936986447,0.402259533,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,0,0,0,5,3,0
-0.649207868,7.028808271,1.224002277,-0.05868064,-0.245352358,-0.047546834,2.940613061,9,1,2,0,0,0,0,8,1,1
-0.649207868,-0.190127831,-1.417206163,-0.449898771,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,1,0,0,3,3,0
0.575346361,0.47467618,-0.216656872,-0.961193753,-0.245352358,-0.409269508,-0.304531366,9,0,1,0,0,1,0,1,3,0
-0.178225472,-0.437850709,-1.057041376,-0.709419709,0.07624522,-0.409269508,-0.304531366,1,1,3,0,0,0,0,5,3,0
-1.120190263,-0.147383491,1.344057206,-0.600963197,-0.566949936,-0.409269508,-0.304531366,0,2,1,0,1,0,2,8,3,0
0.575346361,-0.295045755,0.383617773,1.320266433,0.07624522,-0.409269508,-0.304531366,7,1,1,0,0,0,0,1,3,0
-0.837600826,-0.269140095,0.86383749,0.088510339,-0.245352358,-0.409269508,-0.304531366,9,2,2,0,1,1,2,8,3,0
0.575346361,-0.443679482,1.704221994,-0.508000473,-0.245352358,1.94192787,4.02232787,10,0,1,0,0,1,0,4,1,0
-0.084028993,-0.589398822,-0.096601943,-0.298834344,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,0,8,3,0
1.140525235,1.557856607,-0.216656872,2.164677843,-0.245352358,1.700779421,1.318040847,9,1,0,0,0,0,0,5,1,1
0.66954284,-0.119858727,0.623727632,-0.59708975,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,0,0,0,9,3,0
1.328918193,-0.646391275,-1.297151234,0.429373661,-0.245352358,2.394081211,2.399755656,7,1,1,0,1,1,0,8,0,0
0.481149881,-0.410973586,0.503672703,-0.844990348,0.397842799,-0.409269508,-0.304531366,1,1,1,0,1,0,2,6,3,0
1.611507631,-0.421659671,-1.657316022,0.03815553,-0.566949936,-0.409269508,-0.304531366,11,1,3,0,0,0,0,0,3,1
0.481149881,-0.191746935,-0.936986447,-0.724913496,2.327428269,-0.409269508,-0.304531366,9,1,1,0,1,0,0,1,3,0
3.024454817,-0.090067217,-1.057041376,0.510716044,-0.245352358,-0.409269508,-0.304531366,5,0,1,0,0,0,0,1,3,0
0.198560444,-0.27561651,0.263562844,1.769586265,1.041037955,-0.409269508,-0.304531366,7,1,2,0,1,0,0,8,3,0
-1.402779701,-0.052180189,-1.057041376,-0.779141752,0.397842799,-0.409269508,-0.304531366,8,2,1,0,1,0,0,8,3,0
1.046328756,-0.624371464,-0.216656872,-0.411164302,0.719440377,-0.409269508,-0.304531366,9,0,1,0,0,0,0,1,3,0
0.763739319,-0.443679482,-0.57682166,-0.798508986,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,0,1,8,3,0
-1.779565617,0.292365095,-1.657316022,-0.620330431,-0.566949936,-0.409269508,-0.304531366,7,2,1,0,0,1,0,5,3,0
0.104363965,-0.235786557,0.023452986,0.971656218,-0.245352358,-0.409269508,-0.304531366,0,1,3,0,1,1,2,8,3,0
-1.214386742,-0.30573184,0.263562844,-0.957320306,0.397842799,3.167765818,0.236326038,9,2,2,0,0,0,0,8,1,0
1.140525235,-0.112410849,0.623727632,-0.418911196,0.07624522,-0.409269508,-0.304531366,1,1,1,0,1,0,2,8,3,0
1.423114672,-0.376324765,1.824276923,-0.674558687,1.041037955,-0.409269508,-0.304531366,4,1,1,0,0,1,1,5,3,0
-1.308583221,-0.469261322,1.704221994,0.49134881,0.719440377,-0.409269508,-0.304531366,1,2,0,0,1,0,2,8,3,0
0.104363965,-0.43396486,-1.417206163,-0.620330431,-0.566949936,2.273506987,1.318040847,0,2,1,0,1,0,0,3,0,0
2.365079464,0.288803067,0.743782561,-0.399543962,-0.566949936,-0.409269508,-0.304531366,5,1,2,0,0,0,0,0,3,0
0.857935798,-0.409030661,-0.816931518,-0.724913496,0.397842799,-0.409269508,-0.304531366,7,1,1,0,1,0,2,8,3,0
-0.46081491,4.390964397,0.86383749,-0.263973323,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,0,0,0,5,3,0
0.481149881,-0.229957784,-1.177096305,1.866422436,-0.245352358,-0.409269508,-0.304531366,0,1,1,0,0,0,0,1,3,1
0.66954284,0.948749766,1.103947348,-0.616456985,1.041037955,-0.409269508,-0.304531366,7,1,1,0,1,1,0,1,3,0
1.70570411,0.027479717,1.464112136,-0.140023024,-0.245352358,1.519918084,0.236326038,0,1,1,0,1,0,0,4,0,0
-1.120190263,-0.480595048,-0.096601943,-0.488633239,-0.245352358,3.207957227,0.777183443,1,1,1,0,1,0,0,8,0,0
-0.36661843,0.423512501,1.103947348,-0.395670515,-0.566949936,-0.409269508,-0.304531366,7,1,1,0,0,0,0,7,3,1
-0.931797305,0.038489623,-1.537261093,1.626268733,-0.566949936,-0.409269508,-0.304531366,10,2,2,0,1,0,0,3,3,0
-1.120190263,-0.380210614,-1.657316022,0.03815553,-0.566949936,-0.409269508,-0.304531366,0,2,1,0,0,0,1,3,3,0
4.060616087,0.107463444,1.224002277,-0.283340557,-0.566949936,-0.409269508,-0.304531366,5,1,0,0,0,0,1,1,3,0
-0.555011389,-0.094600708,1.824276923,-0.814002773,0.397842799,-0.409269508,-0.304531366,4,1,2,0,1,0,0,5,3,0
1.611507631,1.123612974,-0.57682166,0.41775332,-0.566949936,-0.409269508,-0.304531366,3,1,1,0,0,0,2,6,3,0
0.198560444,-0.443679482,0.623727632,-0.569975623,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,1,0,0,5,3,0
-0.743404347,0.189713915,-0.936986447,-0.705546262,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,0,0,1,9,3,0
-0.084028993,-0.431698114,0.023452986,0.595931875,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,1,0,2,8,3,0
-0.931797305,0.299165331,0.503672703,0.8709466,-0.245352358,-0.409269508,-0.304531366,4,1,1,0,0,0,0,1,3,0
-0.837600826,-0.075171463,-1.177096305,-0.36468294,0.397842799,-0.409269508,-0.304531366,1,1,0,0,1,1,2,6,3,0
0.481149881,-0.139611793,-1.297151234,-0.73266039,-0.245352358,-0.318838839,0.236326038,0,1,1,0,0,0,0,3,1,0
-1.402779701,-0.437850709,-1.297151234,-0.465392558,-0.566949936,-0.409269508,-0.304531366,9,1,1,0,1,1,0,8,3,0
-1.025993784,-0.379239152,1.464112136,-0.492506686,1.362635534,-0.409269508,-0.304531366,4,2,2,0,0,1,0,5,3,0
-0.272421951,0.115558962,1.464112136,-0.294960897,-0.245352358,-0.409269508,-0.304531366,9,2,2,0,0,0,1,10,3,0
-0.743404347,-0.460841982,1.584167065,1.389988476,-0.245352358,-0.409269508,-0.304531366,4,2,2,0,0,0,0,4,3,0
1.799900589,-0.182032312,0.263562844,0.522336385,0.07624522,-0.409269508,-0.304531366,7,1,0,0,0,0,0,1,3,0
-0.931797305,-0.379886793,-1.657316022,-0.593216304,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,1,0,0,3,3,0
-0.46081491,1.985947646,-1.417206163,-0.90309205,-0.566949936,-0.409269508,-0.304531366,9,2,1,0,1,0,2,6,3,0
0.292756923,-0.973450238,-0.57682166,-0.004452385,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,1,1,0,8,3,0
-0.743404347,-0.41291651,1.464112136,-0.899218604,5.221806474,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
0.66954284,1.274513446,0.263562844,-0.74428073,-0.245352358,3.298387895,0.236326038,1,1,1,0,1,0,0,8,0,0
-0.649207868,-0.34847618,-0.936986447,0.165979276,0.07624522,-0.409269508,-0.304531366,9,1,1,0,1,0,0,6,3,1
0.481149881,-0.013645519,1.464112136,-0.682305581,1.041037955,-0.409269508,-0.304531366,0,1,1,0,1,0,2,8,3,0
1.140525235,0.059861793,1.344057206,0.483601916,-0.245352358,-0.409269508,-0.304531366,1,2,3,0,1,0,2,8,3,0
-1.49697618,-0.402554246,0.263562844,1.692117329,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,0,8,3,0
-0.36661843,-0.432669577,-1.657316022,-0.612583538,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,2,6,3,0
1.140525235,0.012583962,-1.657316022,0.79735111,-0.566949936,2.48451188,0.236326038,1,1,0,0,1,0,0,0,0,0
-0.555011389,-0.443679482,0.983892419,-0.651318006,1.041037955,-0.409269508,-0.304531366,1,1,0,0,1,0,0,5,3,0
-0.46081491,2.492727128,0.86383749,-0.620330431,-0.566949936,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,0
1.328918193,-0.351714388,1.464112136,-0.391797068,0.07624522,-0.409269508,-0.304531366,1,1,1,0,1,1,2,8,3,0
-0.36661843,-0.260720755,-1.177096305,-0.325948472,-0.566949936,0.535228584,1.318040847,4,1,1,0,0,0,0,1,0,1
-1.308583221,-0.374705661,1.344057206,0.464234682,-0.566949936,-0.409269508,-0.304531366,8,2,1,0,0,0,0,7,3,1
-1.025993784,-0.251006133,0.143507915,-0.333695366,-0.566949936,-0.409269508,-0.304531366,7,2,1,0,1,0,0,0,3,0
-1.308583221,-0.375029482,-0.096601943,0.444867448,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,1,0,0,8,3,0
-0.084028993,-0.046999057,-0.57682166,2.55976942,-0.245352358,-0.409269508,-0.304531366,2,0,2,0,1,0,0,5,3,0
0.763739319,0.064395283,-0.216656872,0.820591791,-0.566949936,1.570157344,0.236326038,9,1,0,0,0,0,0,4,1,0
1.234721714,-0.334228067,0.263562844,-0.616456985,0.719440377,-0.409269508,-0.304531366,4,1,0,0,1,0,1,5,3,0
-1.025993784,-0.286950237,0.023452986,0.379018852,-0.245352358,-0.409269508,-0.304531366,7,2,1,0,1,0,2,8,3,0
-0.178225472,1.099326418,-1.057041376,-0.581595963,-0.245352358,-0.409269508,-0.304531366,9,1,2,0,1,0,0,1,3,0
-0.36661843,1.192262974,0.503672703,-0.856610688,0.07624522,-0.409269508,-0.304531366,1,1,0,0,1,0,2,6,3,0
-0.649207868,1.19485354,0.623727632,-0.953446859,5.865001631,-0.409269508,-0.304531366,9,1,2,0,1,0,0,1,3,0
0.198560444,-0.443679482,1.103947348,0.545577066,-0.245352358,-0.409269508,-0.304531366,6,1,1,0,0,0,0,11,3,0
0.575346361,0.160246227,-0.936986447,0.471981576,0.07624522,-0.409269508,-0.304531366,1,1,0,0,1,0,2,8,3,0
1.234721714,-0.340056841,-1.177096305,-0.016072725,0.397842799,-0.409269508,-0.304531366,9,0,1,0,0,0,0,1,3,0
1.517311152,0.720132313,-1.297151234,-0.372429834,-0.245352358,-0.409269508,-0.304531366,5,1,0,0,0,0,2,6,3,0
0.952132277,-0.443679482,-1.297151234,0.410006426,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,0
3.401240734,2.082770052,-1.777370951,0.8709466,-0.245352358,-0.409269508,-0.304531366,5,1,2,0,0,0,1,3,3,1
1.328918193,-0.053475472,-1.297151234,-0.387923621,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,1,0,2,8,3,0
0.010167486,-0.058332783,1.103947348,-0.73266039,0.397842799,-0.409269508,-0.304531366,9,1,1,0,0,0,0,1,3,0
-0.931797305,-0.459222879,0.023452986,-0.016072725,4.578611317,-0.409269508,-0.304531366,0,2,1,0,1,0,2,8,3,0
-1.120190263,-0.200490095,-1.177096305,-0.182630939,-0.566949936,2.494559732,2.399755656,1,1,1,0,1,0,0,8,2,0
-1.025993784,-0.452422643,1.344057206,-0.887598263,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,2,8,3,0
1.328918193,2.715515808,-1.297151234,-0.600963197,-0.245352358,0.555324288,0.236326038,4,0,2,0,1,0,0,6,1,1
0.292756923,-0.517510615,-0.336711801,-0.852737242,-0.566949936,3.238100783,0.777183443,4,2,1,0,1,1,0,8,0,0
-0.743404347,0.106491981,-1.177096305,-0.310454685,-0.245352358,0.545276436,0.236326038,9,1,2,0,0,0,0,9,2,1
-1.025993784,-0.149650236,0.623727632,-0.895345157,-0.566949936,-0.409269508,-0.304531366,9,2,1,0,1,0,2,8,3,0
-0.931797305,-0.443679482,1.103947348,-0.9650672,2.970623426,-0.409269508,-0.304531366,4,2,2,0,0,0,0,1,3,0
-1.591172659,-0.190451651,-1.417206163,-0.953446859,1.362635534,0.51513288,0.236326038,8,2,3,0,0,0,0,8,1,0
-1.025993784,0.375587029,-0.816931518,-0.728786943,-0.566949936,-0.409269508,-0.304531366,9,2,2,0,1,0,2,8,3,0
0.481149881,-0.19401368,0.263562844,1.742472138,-0.566949936,-0.409269508,-0.304531366,1,1,0,0,1,0,0,9,3,0
0.198560444,0.51742052,0.503672703,-0.883724816,0.397842799,-0.409269508,-0.304531366,4,2,1,0,0,0,2,6,3,0
0.481149881,0.485686086,0.263562844,-0.798508986,1.041037955,-0.409269508,-0.304531366,1,0,0,0,0,0,2,6,3,0
0.952132277,-0.732527596,-0.216656872,-0.039313406,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,1,0,1,3,0
-0.931797305,-0.077762029,0.143507915,-0.13227613,0.07624522,0.344319395,1.858898252,4,2,2,0,1,0,0,0,0,0
-0.837600826,-0.28403585,-0.336711801,0.119497914,-0.245352358,-0.409269508,-0.304531366,9,2,1,0,0,0,0,1,3,0
0.010167486,-0.442060378,-1.297151234,-0.310454685,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,0,0,2,6,3,0
0.292756923,0.637881841,0.263562844,-0.027693066,-0.566949936,-0.409269508,-0.304531366,4,0,2,0,0,0,2,9,3,0
1.70570411,-0.443679482,0.503672703,0.40613298,-0.245352358,0.605563548,2.940613061,5,1,1,0,0,0,0,9,1,0
-0.649207868,-0.415183256,1.224002277,-0.302707791,-0.566949936,-0.409269508,-0.304531366,7,2,2,0,0,0,0,3,3,0
-1.402779701,-0.443679482,-1.777370951,0.011041403,0.397842799,-0.409269508,-0.304531366,7,2,2,0,0,1,1,5,3,1
-0.555011389,-0.403525709,0.023452986,-0.814002773,0.397842799,1.067764742,2.399755656,4,0,1,0,1,0,0,0,0,0
0.198560444,-0.527872879,-0.57682166,-0.291087451,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,1,0,0,5,3,0
-1.685369138,-0.319979954,-0.096601943,-0.713293156,-0.566949936,0.685946365,0.236326038,1,2,0,0,0,0,0,6,1,0
0.763739319,-0.089743397,-0.45676673,-0.05868064,-0.245352358,0.51513288,0.777183443,4,1,2,0,1,1,0,4,2,1
0.66954284,-0.308322406,-0.816931518,-0.604836644,0.07624522,-0.409269508,-0.304531366,1,1,0,0,1,0,2,8,3,0
-0.555011389,-0.508119813,1.344057206,-0.469266005,-0.245352358,-0.409269508,-0.304531366,9,0,1,0,1,0,2,8,3,0
-1.025993784,-0.340380661,1.344057206,-0.186504386,-0.245352358,-0.409269508,-0.304531366,1,1,1,0,0,0,0,4,3,0
-1.120190263,-0.357866982,1.103947348,0.177599616,-0.566949936,-0.409269508,-0.304531366,0,2,1,0,1,0,0,8,3,0
1.517311152,0.40149269,-1.537261093,-0.000578938,-0.245352358,-0.409269508,-0.304531366,9,1,3,0,0,0,1,3,3,0
0.857935798,-0.370495992,-0.096601943,-0.620330431,-0.566949936,2.916569517,2.399755656,1,1,0,0,1,0,0,8,0,0
-0.272421951,0.214324293,-1.297151234,-0.662938347,0.397842799,3.107478706,0.777183443,1,2,1,0,1,0,0,8,0,0
-0.36661843,-0.336494812,-0.936986447,-0.635824219,0.07624522,-0.409269508,-0.304531366,4,2,2,0,1,0,0,8,3,0
-0.649207868,0.539116511,0.503672703,3.516510788,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,0,0,0,9,3,0
-0.649207868,-0.317065567,0.86383749,-0.868231029,-0.245352358,-0.409269508,-0.304531366,1,1,3,0,1,1,2,8,3,0
-1.120190263,-0.27561651,0.263562844,-0.535114601,-0.566949936,-0.409269508,-0.304531366,2,1,0,0,1,0,0,5,3,0
-1.120190263,0.726932549,1.704221994,-0.639697666,0.07624522,-0.409269508,-0.304531366,9,1,1,0,1,0,0,5,3,0
0.763739319,3.598251188,-0.336711801,-0.821749667,0.07624522,-0.409269508,-0.304531366,4,1,2,0,1,1,2,8,3,0
-0.743404347,-0.440441275,0.503672703,-0.50025358,-0.566949936,2.836186701,0.777183443,3,1,2,0,1,0,0,0,0,0
-0.555011389,-0.409354482,-0.216656872,-0.023819619,0.719440377,-0.409269508,-0.304531366,1,1,1,0,1,0,0,0,3,0
-0.837600826,-0.250358491,0.983892419,2.366097078,-0.566949936,-0.409269508,-0.304531366,4,2,2,0,0,1,0,5,3,0
0.104363965,-0.323865803,0.383617773,0.169852723,0.719440377,-0.409269508,-0.304531366,9,1,1,0,0,0,2,6,3,0
0.386953402,0.058242689,-1.297151234,-0.508000473,1.041037955,-0.409269508,-0.304531366,7,1,1,0,1,0,2,6,3,0
0.292756923,-0.371791275,-1.537261093,-0.655191453,-0.566949936,-0.409269508,-0.304531366,9,2,2,0,1,1,2,5,3,0
0.010167486,-0.0913625,1.464112136,-0.465392558,-0.566949936,-0.409269508,-0.304531366,0,0,1,0,1,0,0,4,3,0
-1.685369138,-0.440765095,0.623727632,1.107226857,-0.566949936,-0.409269508,-0.304531366,1,2,1,0,1,0,2,8,3,0
-0.46081491,-0.443679482,-0.57682166,-0.624203878,-0.245352358,2.665373216,0.236326038,1,0,0,1,1,0,0,8,0,0
1.70570411,-0.403525709,0.143507915,-0.841116901,-0.245352358,-0.409269508,-0.304531366,7,1,0,0,0,0,2,6,3,0
0.292756923,-0.443355662,1.584167065,-0.112908896,-0.566949936,-0.409269508,-0.304531366,10,1,0,0,0,0,0,4,3,0
-0.084028993,0.994408493,0.503672703,-0.407290856,-0.245352358,1.439535268,0.777183443,9,1,1,0,1,0,0,9,0,0
-0.931797305,-0.264282784,1.103947348,-0.624203878,0.07624522,0.635707105,0.777183443,0,2,1,0,1,0,0,8,0,0
-0.178225472,-0.278207076,0.86383749,-0.42665809,-0.566949936,-0.409269508,-0.304531366,9,0,1,0,0,1,0,5,3,0
0.292756923,1.626506607,0.743782561,-0.395670515,5.543404052,-0.409269508,-0.304531366,1,1,0,0,0,0,0,5,3,0
-0.46081491,1.04460071,0.023452986,2.490047377,-0.245352358,-0.409269508,-0.304531366,9,1,2,0,1,0,0,0,3,1
-0.931797305,-0.443355662,-0.816931518,-0.085794768,-0.566949936,-0.409269508,-0.304531366,0,2,1,0,0,0,0,5,3,0
1.140525235,-0.225748114,1.464112136,-0.469266005,-0.245352358,-0.409269508,-0.304531366,0,1,1,0,0,1,1,5,3,0
-1.308583221,-0.443679482,1.344057206,0.340284383,0.07624522,-0.409269508,-0.304531366,1,1,1,0,0,0,2,8,3,0
1.70570411,-0.410973586,-0.816931518,-0.887598263,-0.566949936,6.493604843,0.777183443,4,1,2,0,0,1,2,6,0,0
-0.272421951,-0.169727123,-1.657316022,-0.019946172,-0.566949936,-0.409269508,-0.304531366,6,1,2,0,0,0,0,6,3,0
2.176686505,0.08868184,-1.057041376,1.204063028,0.397842799,-0.409269508,-0.304531366,5,1,2,0,0,0,1,11,3,1
-0.743404347,-0.257806369,0.503672703,0.293803021,-0.245352358,-0.409269508,-0.304531366,10,1,0,0,1,0,0,0,3,0
-0.272421951,-0.382153539,0.383617773,1.413229157,-0.566949936,1.359152451,0.236326038,1,1,0,0,1,0,1,9,1,1
0.857935798,-0.33973302,0.743782561,-0.651318006,2.649025847,-0.409269508,-0.304531366,7,2,1,0,0,0,1,1,3,0
-0.649207868,-0.32710401,-1.057041376,0.437120554,-0.566949936,-0.409269508,-0.304531366,6,2,1,0,1,0,0,2,3,0
-0.837600826,-0.257806369,-0.096601943,-0.802382433,0.397842799,-0.409269508,-0.304531366,1,2,1,0,1,0,0,8,3,0
1.328918193,0.17449434,-0.936986447,-0.3530626,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,0,0,0,1,3,0
-0.36661843,-0.277559435,-0.336711801,-0.480886345,-0.566949936,3.238100783,1.318040847,1,1,1,0,1,0,0,8,0,0
0.481149881,-0.443679482,0.263562844,-0.554481835,-0.566949936,-0.409269508,-0.304531366,2,1,1,0,0,1,0,5,3,0
0.292756923,-0.165841274,1.704221994,1.196316134,-0.245352358,-0.409269508,-0.304531366,9,1,1,0,0,0,2,8,3,0
-1.025993784,-0.393163444,-0.816931518,-0.325948472,2.00583069,-0.409269508,-0.304531366,4,2,2,0,1,0,2,6,3,0
0.198560444,0.105520519,1.224002277,-0.004452385,-0.566949936,4.363460211,1.318040847,4,2,2,0,1,0,0,1,0,1
-0.46081491,-0.316417925,1.704221994,1.149834772,-0.245352358,-0.409269508,-0.304531366,4,1,2,0,1,0,0,0,3,1
0.104363965,-0.647038917,-0.096601943,-0.027693066,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,1,1,2,8,3,0
-0.931797305,-0.377943869,-1.177096305,1.339633667,0.07624522,-0.409269508,-0.304531366,3,1,0,0,1,0,2,8,3,0
-0.178225472,-0.443679482,0.263562844,0.452614342,-0.245352358,-0.409269508,-0.304531366,1,2,0,0,0,0,2,6,3,0
-0.178225472,-0.341028303,-0.336711801,0.262815447,0.07624522,-0.409269508,-0.304531366,1,1,0,0,1,0,2,8,3,0
1.517311152,-0.456632312,-1.057041376,-0.6590649,-0.566949936,-0.409269508,-0.304531366,9,1,2,0,0,1,0,5,3,0
1.140525235,-0.287921699,0.263562844,0.545577066,-0.566949936,-0.409269508,-0.304531366,9,2,0,0,0,0,0,9,3,0
1.234721714,-0.409678303,0.143507915,-0.124529237,-0.566949936,2.876378109,1.318040847,1,2,1,0,1,0,0,0,0,0
2.647668901,-0.180413208,1.464112136,-0.081921321,-0.245352358,-0.409269508,-0.304531366,0,1,1,0,0,0,1,11,3,0
1.328918193,0.208495519,0.143507915,-0.395670515,-0.245352358,-0.409269508,-0.304531366,3,0,0,0,0,0,2,6,3,0
-0.555011389,-0.005226179,0.86383749,1.850928649,-0.245352358,-0.409269508,-0.304531366,6,0,2,0,1,0,2,8,3,1
0.386953402,-0.11694434,0.383617773,-0.515747367,-0.245352358,-0.409269508,-0.304531366,6,2,2,0,0,0,0,9,3,0
-1.025993784,-0.494843162,-0.45676673,0.65016013,-0.566949936,3.318483599,0.777183443,7,2,1,0,1,0,0,8,0,1
-1.025993784,-0.611094813,0.743782561,-0.523494261,-0.245352358,-0.409269508,-0.304531366,6,1,2,0,1,1,0,1,3,0
-0.649207868,-0.25392052,-0.936986447,-0.13227613,-0.245352358,-0.409269508,-0.304531366,7,1,1,0,1,1,2,8,3,0
-0.649207868,-0.391868161,-0.096601943,-0.496380133,-0.566949936,-0.409269508,-0.304531366,4,1,2,0,1,1,0,5,3,0
0.952132277,-0.265578067,-0.57682166,0.746996301,-0.566949936,-0.409269508,-0.304531366,9,0,1,0,1,0,0,5,3,0
0.010167486,-0.443679482,1.824276923,2.280881248,3.613818582,-0.409269508,-0.304531366,10,1,1,0,0,0,0,5,3,0
-0.743404347,-0.437203067,-0.336711801,0.003294509,-0.566949936,3.318483599,1.318040847,1,1,1,0,1,1,0,8,0,0
1.328918193,0.183561321,0.623727632,-0.752027624,0.07624522,-0.409269508,-0.304531366,1,1,0,0,1,0,1,9,3,0
-0.36661843,-0.30573184,0.143507915,0.104004127,-0.566949936,-0.409269508,-0.304531366,1,1,1,0,0,0,2,6,3,0
